UserID,Gender,CSIPPA,CSIPBC,CSIPDE,CSIPFG,CSIPHI,CSIPJK,CSIPLM,CSIPNO,CSIPTOT,CSIPPA.ip,CSIPBC.ip,CSIPDE.ip,CSIPFG.ip,CSIPHI.ip,CSIPJK.ip,CSIPLM.ip,CSIPNO.ip,CLOITA,CLOITD,CLOITG,CLOITJ,CLOITM,CLOITP,CLOITC,CLOITF,CLOITI,CLOITL,CLOITO,CLOITB,CLOITE,CLOITH,CLOITK,CLOITN,CLOITTOT,CLOITPA,CLOITBC,CLOITDE,CLOITFG,CLOITHI,CLOITJK,CLOITLM,CLOITNO,CLOITAB,CLOITCD,CLOITEF,CLOITGH,CLOITIJ,CLOITKL,CLOITMN,CLOITOP,CLOITHD,CLOITHS,CLOITFS,CLOITFD,CLOITDOM,CLOITSUB,CLOITFRI,CLOITHOS,CLOITCONTROL,CLOITAFFILIA,NIC,AIN,CLOITA.ip,CLOITD.ip,CLOITG.ip,CLOITJ.ip,CLOITM.ip,CLOITP.ip,CLOITC.ip,CLOITF.ip,CLOITI.ip,CLOITL.ip,CLOITO.ip,CLOITB.ip,CLOITE.ip,CLOITH.ip,CLOITK.ip,CLOITN.ip,CLOITPA.ip,CLOITBC.ip,CLOITDE.ip,CLOITFG.ip,CLOITHI.ip,CLOITJK.ip,CLOITLM.ip,CLOITNO.ip,CLOITAB.ip,CLOITCD.ip,CLOITEF.ip,CLOITGH.ip,CLOITIJ.ip,CLOITKL.ip,CLOITMN.ip,CLOITOP.ip,CLOITHD.ip,CLOITHS.ip,CLOITFS.ip,CLOITFD.ip,CLOITDOM.ip,CLOITSUB.ip,CLOITFRI.ip,CLOITHOS.ip,CLOITCONTROL.ip,CLOITAFFILIA.ip
39495363, , , , , , , , , , , , , , , , , , ,2,8,7,6,5,0,6,4,6,0,0,4,1,8,3,1,61,2,10,9,11,14,9,5,1,6,14,5,15,12,3,6,0,19.209,23.037,16.321,5.873,13.385,27.538,10.343,25.875,-14.153,-15.532,41,1.487804878,-0.375170812,0.866773945,0.659783152,0.452792359,0.245801566,-0.789152397,0.452792359,0.038810774,0.452792359,-0.789152397,-0.789152397,0.038810774,-0.582161605,0.866773945,-0.168180019,-0.582161605,-1.164323209,0.491603133,0.28461234,0.698593926,1.319566304,0.28461234,-0.543350831,-1.371314002,-0.336360038,1.319566304,-0.543350831,1.526557097,0.905584718,-0.957332416,-0.336360038,-1.578304795,0.61271862,1.405079375,0.014929211,-2.147710592,-1.197286493,1.732254197,-1.826952485,1.388028509,-2.92954069,-3.214980993
39679398,1,3,5,2,0,0,3,6,5,24,5.55E-17,0.371390676,-0.185695338,-0.557086015,-0.557086015,2.78E-17,0.557086015,0.371390676,9,8,4,5,7,9,3,1,3,7,7,3,5,4,9,9,93,18,6,13,5,7,14,14,16,12,11,6,8,8,16,16,16,23.062,14.276,27.158,34.944,33.669,23.571,38.458,20.946,10.098,17.512,62,1.5,0.646087443,0.443393343,-0.367383056,-0.164688956,0.240699244,0.646087443,-0.570077156,-0.975465355,-0.570077156,0.240699244,0.240699244,-0.570077156,-0.164688956,-0.367383056,0.646087443,0.646087443,1.292174886,-1.140154311,0.278704387,-1.342848411,-0.937460212,0.481398487,0.481398487,0.886786687,0.076010287,-0.126683812,-1.140154311,-0.734766112,-0.734766112,0.886786687,0.886786687,0.886786687,-0.346784268,-2.127654629,0.483450765,2.061627026,0.900721906,-1.146083114,1.87142395,-1.678155126,2.04680502,3.549579076
41631419,0,7,5,1,10,12,15,19,9,78,-0.377964473,-0.652847726,-1.202614232,0.034360407,0.30924366,0.721568539,1.271335046,-0.10308122,1,2,8,6,7,4,3,3,1,7,5,3,2,4,9,6,71,5,6,4,11,5,15,14,11,4,5,5,12,7,16,13,9,9.741,16.589,26.668,19.896,16.188,26.089,32.74,17.078,-9.901,15.662,50,1.42,-0.721749973,-0.511786345,0.747995427,0.32806817,0.538031798,-0.091859088,-0.301822716,-0.301822716,-0.721749973,0.538031798,0.118104541,-0.301822716,-0.511786345,-0.091859088,0.957959055,0.32806817,-0.813609061,-0.603645432,-1.023572689,0.446172711,-0.813609061,1.286027225,1.076063597,0.446172711,-1.023572689,-0.813609061,-0.813609061,0.656136339,-0.393681804,1.495990854,0.866099968,0.026245454,-1.925707665,-0.487876736,1.628346676,0.206472983,-1.285764771,0.793085116,2.18955321,-1.098897141,-2.078849887,3.288450351
42894859,1,1,2,9,12,4,0,1,1,30,-0.42465029,-0.270232003,0.810696008,1.27395087,0.038604572,-0.579068577,-0.42465029,-0.42465029,6,3,4,6,7,4,9,3,0,7,3,3,7,7,7,3,79,10,12,10,7,7,13,14,6,9,12,10,11,6,14,10,7,23.735,18.189,23.961,18.659,23.25,23.619,27.14,25.565,-0.369,1.575,56,1.410714286,0.224014114,-0.408496326,-0.197659512,0.224014114,0.434850927,-0.197659512,0.856524554,-0.408496326,-1.041006766,0.434850927,-0.408496326,-0.408496326,0.434850927,0.434850927,0.434850927,-0.408496326,0.026354602,0.448028228,0.026354602,-0.606155838,-0.606155838,0.658865041,0.869701855,-0.816992651,-0.184482212,0.448028228,0.026354602,0.237191415,-0.816992651,0.869701855,0.026354602,-0.606155838,0.567440928,-0.601860038,0.615090048,-0.502766736,-0.332226109,-0.254427324,0.487929095,0.155861114,-0.077798784,0.332067981
44674015,NA,17,12,18,18,17,15,11,10,118,0.280293597,-0.342581063,0.404868529,0.404868529,0.280293597,0.031143733,-0.467155995,-0.591730927, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
44913475,1,0,0,1,0,0,4,11,3,19,-0.438318913,-0.438318913,-0.253763581,-0.438318913,-0.438318913,0.299902414,1.591789738,0.115347082,0,2,1,9,9,4,1,0,2,9,2,0,0,1,9,6,55,4,1,2,1,3,18,18,8,0,3,0,2,11,18,15,6,2.848,3.338,33.409,17.603,8.881,21.757,35.616,3.645,-12.876,31.971,38,1.447368421,-0.740342178,-0.309597638,-0.524969908,1.198008252,1.198008252,0.121146902,-0.524969908,-0.740342178,-0.309597638,1.198008252,-0.309597638,-0.740342178,-0.740342178,-0.524969908,1.198008252,0.551891442,-0.619195276,-1.265312087,-1.049939817,-1.265312087,-0.834567547,2.396016504,2.396016504,0.242293804,-1.480684357,-0.834567547,-1.480684357,-1.049939817,0.888410614,2.396016504,1.749899694,-0.188450736,-2.541958139,-2.436425727,4.040033806,0.635859706,-1.809719342,0.963414007,3.948258298,-2.937408548,-2.773133349,6.885666846
46490609,1,1,0,8,18,8,4,12,1,52,-0.580557795,-0.686113758,0.158333944,1.213893572,0.158333944,-0.263889907,0.580557795,-0.580557795,4,3,7,5,9,5,3,1,2,5,3,1,2,3,7,6,66,9,4,5,8,5,12,14,9,5,6,3,10,7,12,15,8,10.938,13.524,24.017,22.355,17.233,21.588,30.064,14.298,-4.355,15.766,45,1.466666667,-0.025794108,-0.23214697,0.593264478,0.180558754,1.005970202,0.180558754,-0.23214697,-0.644852694,-0.438499832,0.180558754,-0.23214697,-0.644852694,-0.438499832,-0.23214697,0.593264478,0.386911616,0.154764647,-0.876999664,-0.670646802,-0.051588216,-0.670646802,0.773823233,1.186528957,0.154764647,-0.670646802,-0.46429394,-1.083352526,0.361117509,-0.257941078,0.773823233,1.392881819,-0.051588216,-1.370750474,-0.837121973,1.328138608,0.985180151,-0.723782663,0.174884051,1.923930909,-1.329428313,-0.898666714,3.253359222
47224602,1,2,1,11,12,6,3,9,6,50,-0.595484027,-0.735597916,0.665540972,0.805654861,-0.035028472,-0.455370139,0.385313194,-0.035028472,9,2,7,6,9,2,6,3,1,8,4,7,3,1,6,4,78,11,13,5,10,2,12,17,8,16,8,6,8,7,14,13,6,22.8,13.524,26.006,22.27,26.684,20.872,30.222,19.875,5.812,10.347,54,1.444444444,0.851205556,-0.593264478,0.438499832,0.23214697,0.851205556,-0.593264478,0.23214697,-0.386911616,-0.79961734,0.644852694,-0.180558754,0.438499832,-0.386911616,-0.79961734,0.23214697,-0.180558754,0.257941078,0.670646802,-0.980176095,0.051588216,-1.599234681,0.46429394,1.49605825,-0.361117509,1.289705388,-0.361117509,-0.773823233,-0.361117509,-0.567470371,0.876999664,0.670646802,-0.773823233,0.417400252,-1.496728896,1.078967527,0.308033235,0.448301593,-0.751021241,1.178378019,-0.956755045,1.199322834,2.135133063
48923280,0,4,0,4,5,13,14,18,13,71,-0.608262256,-1.107349236,-0.608262256,-0.483490511,0.514683448,0.639455193,1.138542172,0.514683448,6,1,3,5,9,2,3,0,4,7,6,3,2,6,7,7,71,8,6,3,3,10,12,16,13,9,4,2,9,9,14,16,8,12.352,12.786,27.279,24.921,20.047,23.915,33.808,10.613,-3.868,23.195,49,1.448979592,0.322775511,-0.710106125,-0.29695347,0.116199184,0.942504493,-0.503529798,-0.29695347,-0.916682452,-0.090377143,0.529351838,0.322775511,-0.29695347,-0.503529798,0.322775511,0.529351838,0.529351838,-0.180754286,-0.593906941,-1.213635922,-1.213635922,0.232398368,0.645551023,1.471856331,0.85212735,0.025822041,-1.007059595,-1.42021225,0.025822041,0.025822041,1.058703677,1.471856331,-0.180754286,-1.355269817,-1.265615691,1.72829502,1.24118804,-0.467843737,0.331193497,2.374853102,-2.416684808,-0.799037234,4.79153791
53792919,NA,3,4,1,3,3,3,4,1,22,0.061662642,0.308313208,-0.431638491,0.061662642,0.061662642,0.061662642,0.308313208,-0.431638491, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
59834652,NA,1,3,16,4,15,13,13,8,73,-0.909914472,-0.685935525,0.76992763,-0.573946052,0.657938157,0.43395921,0.43395921,-0.125988158, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60030065,1,0,6,10,5,12,20,16,12,81,-1.142887361,-0.465620777,-0.014109721,-0.578498541,0.211645808,1.11466792,0.663156864,0.211645808,8,4,6,6,7,2,4,1,4,7,6,4,1,5,8,7,80,10,8,5,7,9,14,14,13,12,8,2,11,10,15,14,8,17.755,15.079,27.789,24.921,24.827,27.126,32.898,16.137,-2.299,16.761,56,1.428571429,0.625543242,-0.208514414,0.208514414,0.208514414,0.417028828,-0.625543242,-0.208514414,-0.834057656,-0.208514414,0.417028828,0.208514414,-0.208514414,-0.834057656,-3.70E-17,0.625543242,0.417028828,0,-0.417028828,-1.04257207,-0.625543242,-0.208514414,0.834057656,0.834057656,0.625543242,0.417028828,-0.417028828,-1.668115312,0.208514414,0,1.04257207,0.834057656,-0.417028828,-0.741268742,-1.299253314,1.350964889,0.752945549,-0.065265012,0.414109626,1.617654824,-1.87725527,-0.479374638,3.494910094
61654127,0,0,0,0,1,4,5,11,1,22,-0.556293911,-0.556293911,-0.556293911,-0.354005216,0.252860869,0.455149564,1.668881733,-0.354005216,4,6,3,5,9,2,6,1,2,6,5,4,1,3,1,6,64,6,10,7,4,5,6,15,11,8,12,2,6,7,7,15,7,18.775,8.817,18.941,21.583,21.917,14.901,27.011,16.512,7.016,10.499,46,1.391304348,7.40E-17,0.431331093,-0.215665546,0.215665546,1.078327732,-0.431331093,0.431331093,-0.646996639,-0.431331093,0.431331093,0.215665546,7.40E-17,-0.646996639,-0.215665546,-0.646996639,0.431331093,-0.431331093,0.431331093,-0.215665546,-0.862662186,-0.646996639,-0.431331093,1.509658825,0.646996639,1.48E-16,0.862662186,-1.293993278,-0.431331093,-0.215665546,-0.215665546,1.509658825,-0.215665546,0.372454399,-1.775143112,0.408254879,0.978043253,0.389276311,-1.123833162,1.487876605,-0.776395967,1.513109474,2.264272572
62170953,NA,2,10,15,18,8,3,8,3,67,-0.804072409,0.204959634,0.83560466,1.213991676,-0.047298377,-0.677943403,-0.047298377,-0.677943403, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63345635,0,4,2,2,2,4,4,7,4,29,0.088735651,-0.384521154,-0.384521154,-0.384521154,0.088735651,0.088735651,0.798620858,0.088735651,5,3,2,7,7,3,3,0,4,7,6,5,2,1,5,4,64,8,8,5,2,5,12,14,10,10,6,2,3,11,12,11,9,15.341,7.166,25.713,20.952,21.436,19.022,28.771,10.605,2.414,18.166,46,1.391304348,0.215665546,-0.215665546,-0.431331093,0.646996639,0.646996639,-0.215665546,-0.215665546,-0.862662186,5.55E-17,0.646996639,0.431331093,0.215665546,-0.431331093,-0.646996639,0.215665546,3.70E-17,1.11E-16,1.39E-16,-0.646996639,-1.293993278,-0.646996639,0.862662186,1.293993278,0.431331093,0.431331093,-0.431331093,-1.293993278,-1.078327732,0.646996639,0.862662186,0.646996639,0.215665546,-0.368141088,-2.13120693,1.86874196,0.841958293,0.285541183,-0.235075446,1.867447966,-2.05033235,0.520616629,3.917780316
67698958,1,5,1,0,0,6,2,1,6,21,0.432825405,-0.296143698,-0.478385973,-0.478385973,0.61506768,-0.113901422,-0.296143698,0.61506768,6,0,2,7,9,1,0,0,0,9,7,1,3,5,7,5,62,7,1,3,2,5,14,18,12,7,0,3,7,7,16,14,8,7.287,8.741,28.147,23.149,14.712,20.898,34.898,6.712,-6.186,28.186,42,1.476190476,0.440852631,-0.803907739,-0.388987616,0.648312693,1.063232816,-0.596447677,-0.803907739,-0.803907739,-0.803907739,1.063232816,0.648312693,-0.596447677,-0.181527554,0.233392569,0.648312693,0.233392569,-0.155595046,-1.400355417,-0.985435293,-1.192895355,-0.57051517,1.296625386,2.126465632,0.881705262,-0.155595046,-1.607815478,-0.985435293,-0.155595046,-0.155595046,1.711545509,1.296625386,0.051865015,-1.914493314,-1.612846385,2.413123573,1.376238184,-0.989895684,0.293452257,3.197893121,-2.649576178,-1.283347942,5.847469299
69246685,0,1,4,14,17,16,9,10,3,74,-1.027743189,-0.654018393,0.591730927,0.965455723,0.840880791,-0.031143733,0.093431199,-0.778593325,1,1,9,7,4,0,6,6,4,3,4,1,3,4,3,3,59,1,7,4,15,8,10,7,7,2,7,9,13,11,6,7,4,10.676,23.189,17.896,10.307,10.526,26.095,17.174,21.988,-15.569,-4.814,41,1.43902439,-0.572621181,-0.572621181,1.13192559,0.705788897,0.066583858,-0.785689527,0.492720551,0.492720551,0.066583858,-0.146484488,0.066583858,-0.572621181,-0.146484488,0.066583858,-0.146484488,-0.146484488,-1.358310708,-0.07990063,-0.719105669,1.624646141,0.133167716,0.559304409,-0.07990063,-0.07990063,-1.145242362,-0.07990063,0.346236063,1.198509448,0.772372756,-0.292968976,-0.07990063,-0.719105669,-1.073891099,1.592233119,0.464462362,-1.152513319,-1.707689529,1.609571556,-0.291211162,0.734499857,-3.317261085,-1.02571102
74101214,0,4,1,8,11,11,13,9,5,62,-0.541618609,-0.974913495,0.036107907,0.469402794,0.469402794,0.758266052,0.180539536,-0.39718698,0,1,8,9,7,3,3,5,5,6,6,1,0,3,9,2,68,3,4,1,13,8,18,13,8,1,4,5,11,14,15,9,9,4.848,18.927,31.344,15.569,11.208,32.32,29.593,14.853,-21.112,14.74,47,1.446808511,-0.882596024,-0.674926371,0.778761197,0.98643085,0.571091545,-0.259587066,-0.259587066,0.155752239,0.155752239,0.363421892,0.363421892,-0.674926371,-0.882596024,-0.259587066,0.98643085,-0.467256718,-1.14218309,-0.934513437,-1.557522395,0.934513437,-0.103834826,1.9728617,0.934513437,-0.103834826,-1.557522395,-0.934513437,-0.726843784,0.519174132,1.14218309,1.349852742,0.103834826,0.103834826,-2.754841777,0.168939262,2.74757334,-0.528415431,-2.110131341,2.274190366,1.707875223,-1.353175457,-4.384321707,3.06105068
74219125,NA,1,4,6,19,22,17,12,4,85,-1.013948155,-0.697912367,-0.487221841,0.882266577,1.198302365,0.671576051,0.144849736,-0.697912367, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77699825,0,1,3,4,8,2,10,16,7,51,-0.729023019,-0.45775864,-0.32212645,0.220402308,-0.593390829,0.491666687,1.305459824,0.084770118,9,6,0,5,7,7,7,0,0,4,2,6,4,0,5,3,65,16,13,10,0,0,10,11,5,15,13,4,0,5,9,10,9,27.279,2.828,18.265,22.552,30.822,9.687,23.013,16.791,21.135,6.222,45,1.444444444,1.032437193,0.405133582,-0.84947364,0.196032379,0.614234786,0.614234786,0.614234786,-0.84947364,-0.84947364,-0.013068825,-0.431271233,0.405133582,-0.013068825,-0.84947364,0.196032379,-0.222170029,1.646671979,1.019368368,0.392064757,-1.69894728,-1.69894728,0.392064757,0.601165961,-0.653441262,1.437570776,1.019368368,-0.862542465,-1.69894728,-0.653441262,0.182963553,0.392064757,0.182963553,2.083615082,-3.02911845,0.198776832,1.095193692,2.173763839,-2.245590102,0.540892539,-0.760135151,4.419353941,1.30102769
78746743,1,7,7,19,21,18,14,13,6,105,-0.643013613,-0.643013613,0.616768159,0.826731788,0.511786345,0.091859088,-0.013122727,-0.747995427,7,2,4,5,7,9,9,6,4,5,6,6,5,6,4,3,88,16,15,7,10,10,9,12,9,13,11,11,10,9,9,10,15,24.876,21.451,21.017,26.986,33.38,24.033,26.824,26.179,9.347,0.645,62,1.419354839,0.317999364,-0.741998516,-0.317999364,-0.105999788,0.317999364,0.741998516,0.741998516,0.105999788,-0.317999364,-0.105999788,0.105999788,0.105999788,-0.105999788,0.105999788,-0.317999364,-0.52999894,1.05999788,0.847998304,-0.847998304,-0.211999576,-0.211999576,-0.423999152,0.211999576,-0.423999152,0.423999152,0,8.33E-17,-0.211999576,-0.423999152,-0.423999152,-0.211999576,0.847998304,0.304219392,-0.421879156,-0.513886972,0.751538497,1.213909572,-0.767650465,-0.175959648,-0.312699375,1.981560037,0.136739727
80360585,0,4,8,15,19,24,18,11,4,103,-1.009864356,-0.554714223,0.241798508,0.69694864,1.265886305,0.583161107,-0.213351624,-1.009864356,4,1,8,8,5,3,3,6,7,6,5,0,2,6,6,4,74,7,3,3,14,13,14,11,9,4,4,8,14,15,12,9,8,8.166,25.451,27.42,17.831,14.343,34.43,26.23,18.543,-20.087,7.687,50,1.48,-0.126633015,-0.734471486,0.68381828,0.68381828,0.075979809,-0.329245839,-0.329245839,0.278592633,0.481205457,0.278592633,0.075979809,-0.93708431,-0.531858663,0.278592633,0.278592633,-0.126633015,-0.455878854,-1.266330149,-1.266330149,0.962410913,0.759798089,0.962410913,0.354572442,-0.050653206,-1.063717325,-1.063717325,-0.25326603,0.962410913,1.165023737,0.557185266,-0.050653206,-0.25326603,-2.339317011,1.162845649,1.561790299,-0.381064068,-1.80558418,2.264299613,0.602874457,-0.954610319,-4.069883792,1.557484777
