UserID.S2,UserID.S1,DOC.S2,DOC.S1,DAYS,DOB,AGE,GENDER.S2,GENDER.S1,EDUCATION.S2,EDUCATION.S1,INCOME.S2,INCOME.S1,UFES1,UFES2,UFES3,UFES4,RETEST1,RETEST2,CSIP_TEXT,CSIP_VAL1,CSIP_VAL2,CSIP_VAL3,CSIP_VAL,CSIP1.2,CSIP2.2,CSIP3.2,CSIP4.2,CSIP5.2,CSIP6.2,CSIP7.2,CSIP8.2,CSIP9.2,CSIP10.2,CSIP11.2,CSIP12.2,CSIP13.2,CSIP14.2,CSIP15.2,CSIP16.2,CSIP17.2,CSIP18.2,CSIP19.2,CSIP20.2,CSIP21.2,CSIP22.2,CSIP23.2,CSIP24.2,CSIP25.2,CSIP26.2,CSIP27.2,CSIP28.2,CSIP29.2,CSIP30.2,CSIP31.2,CSIP32.2,CSIP33.2,CSIP34.2,CSIP35.2,CSIP36.2,CSIP37.2,CSIP38.2,CSIP39.2,CSIP40.2,CSIP41.2,CSIP42.2,CSIP43.2,CSIP44.2,CSIP45.2,CSIP46.2,CSIP47.2,CSIP48.2,CSIP49.2,CSIP50.2,CSIP51.2,CSIP52.2,CSIP53.2,CSIP54.2,CSIP55.2,CSIP56.2,CSIP57.2,CSIP58.2,CSIP59.2,CSIP60.2,CSIP61.2,CSIP62.2,CSIP63.2,CSIP64.2,CSIP8a.2,CSIP19a.2,CSIP32a.2,CSIP34a.2,CSIP44a.2,CSIP54a.2,CSIP1.1,CSIP2.1,CSIP3.1,CSIP4.1,CSIP5.1,CSIP6.1,CSIP7.1,CSIP8.1,CSIP9.1,CSIP10.1,CSIP11.1,CSIP12.1,CSIP13.1,CSIP14.1,CSIP15.1,CSIP16.1,CSIP17.1,CSIP18.1,CSIP19.1,CSIP20.1,CSIP21.1,CSIP22.1,CSIP23.1,CSIP24.1,CSIP25.1,CSIP26.1,CSIP27.1,CSIP28.1,CSIP29.1,CSIP30.1,CSIP31.1,CSIP32.1,CSIP33.1,CSIP34.1,CSIP35.1,CSIP36.1,CSIP37.1,CSIP38.1,CSIP39.1,CSIP40.1,CSIP41.1,CSIP42.1,CSIP43.1,CSIP44.1,CSIP45.1,CSIP46.1,CSIP47.1,CSIP48.1,CSIP49.1,CSIP50.1,CSIP51.1,CSIP52.1,CSIP53.1,CSIP54.1,CSIP55.1,CSIP56.1,CSIP57.1,CSIP58.1,CSIP59.1,CSIP60.1,CSIP61.1,CSIP62.1,CSIP63.1,CSIP64.1,PASS
247130080,1208920646,3/5/2020 18:52,6/25/2019 23:48,253.79,5/9/1996 0:00,23.9,0,0,6,6,1,1,0,0,1,0,2,2,1,1,1,1,3,1,2,1,1,3,3,3,2,0,1,0,2,3,2,2,2,0,0,1,3,3,1,1,0,0,0,1,2,3,3,3,0,0,2,2,2,2,2,3,0,1,0,1,1,3,3,3,1,0,1,1,3,3,2,2,0,0,2,2,3,3,2,3,0,2,1,0,1,1,3,1,1,2,2,3,3,3,3,0,1,1,3,3,3,2,1,0,0,0,2,3,1,3,1,0,0,3,1,3,3,3,0,0,1,1,2,3,3,2,0,0,0,1,1,3,3,3,0,0,1,2,3,2,2,3,0,0,0,1,3,3,3,3,0,1
290504298,716720930,3/4/2020 16:47,6/27/2019 9:30,251.3,6/9/1998 0:00,21.82,1,1,4,4,1,0,0,0,1,0,0,0,1,1,1,1,3,0,0,1,3,2,1,3,0,0,0,3,3,2,1,2,0,0,0,1,1,2,2,0,1,0,0,1,1,1,3,0,0,0,1,3,1,1,0,0,0,0,0,2,0,3,2,1,0,0,0,3,1,3,0,2,0,0,2,0,3,2,2,0,0,0,0,0,2,0,1,2,3,2,3,3,2,2,0,0,0,3,3,2,2,2,0,0,0,1,2,2,1,3,2,0,0,1,2,1,3,1,0,0,1,2,2,1,1,0,0,0,1,2,1,3,1,0,0,0,1,3,1,2,1,3,1,0,1,1,3,2,3,1,0,1
292667808,1032260199,3/3/2020 22:47,6/27/2019 13:28,250.39,1/19/1998 0:00,22.21,0,0,3,3,2,2,0,0,1,0,0,0,1,1,1,0,2,0,0,1,3,3,2,2,3,0,0,1,3,3,3,1,0,0,0,0,3,3,0,1,1,0,2,2,3,3,3,3,0,0,2,3,3,3,0,1,0,0,1,2,2,3,1,0,3,0,0,3,3,3,1,0,0,0,3,3,3,3,3,3,0,1,0,0,3,2,1,0,1,0,3,3,3,0,0,0,2,2,3,3,2,0,3,0,0,0,3,3,1,1,0,0,1,2,3,3,3,3,0,0,3,3,3,3,0,0,0,0,0,0,1,2,1,1,3,0,0,3,3,3,2,0,1,0,3,2,3,2,3,2,0,1
293089725,179665139,3/3/2020 22:50,7/17/2019 8:08,230.61,11/25/1979 0:00,40.36,1,1,6,6,2,2,0,0,1,0,0,0,1,1,1,1,3,1,0,2,2,1,1,1,2,0,1,2,1,0,1,1,2,1,2,2,0,0,2,3,2,1,0,1,0,1,1,3,1,0,2,3,2,3,2,2,0,0,0,2,0,1,1,2,1,1,1,0,0,3,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,2,1,2,3,2,1,1,1,2,1,0,2,1,3,1,0,1,1,0,1,2,1,1,0,1,0,1,3,3,2,0,1,2,2,3,2,1,0,1,0,1,0,1,2,2,1,1,1,1,0,2,2,1,1,1,0,1,1,1,1,2,1,1
315856145,1513785941,3/4/2020 0:32,6/25/2019 21:46,252.12,11/6/1989 0:00,30.41,1,1,6,6,4,3,0,0,1,0,0,1,1,1,1,1,3,3,1,0,0,1,3,3,3,2,0,0,1,3,2,2,1,3,0,0,2,1,1,1,3,3,0,0,0,1,2,2,3,1,1,0,1,2,2,1,1,1,0,0,1,1,3,3,3,3,0,1,2,2,1,3,2,2,0,1,2,2,3,3,1,2,0,3,1,1,2,3,0,1,1,2,3,3,1,0,3,0,2,3,1,3,1,2,0,0,2,2,0,0,2,3,1,0,0,2,2,1,3,2,1,1,0,0,1,3,1,0,1,0,2,3,3,3,2,3,0,1,2,3,1,3,3,1,0,1,3,3,3,3,1,1
371242952,1471392171,3/3/2020 19:57,6/25/2019 20:48,251.96,5/22/1962 0:00,57.87,1,1,6,6,4,4,0,1,0,0,1,1,1,1,1,1,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,2,3,0,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,2,2,3,2,2,3,3,2,3,1
381880354,1078751658,3/4/2020 17:16,6/26/2019 5:47,252.48,5/7/1986 0:00,33.91,0,0,6,6,3,3,0,0,0,1,0,0,1,1,1,1,3,0,0,1,0,2,2,2,1,0,0,0,0,1,2,3,1,1,0,0,2,1,0,3,1,0,0,2,0,2,3,2,0,0,0,0,1,3,2,3,0,0,0,0,0,3,2,2,0,0,1,2,1,3,0,2,1,0,1,1,1,2,3,1,1,2,1,0,1,1,0,2,1,1,0,2,2,3,0,0,1,0,0,2,1,2,1,1,0,0,0,2,0,1,1,0,0,0,0,0,2,3,0,0,0,0,1,1,1,2,0,0,0,0,1,0,2,2,0,0,0,3,1,2,0,2,1,0,0,1,1,0,3,0,0,1
433463340,1560299959,3/8/2020 17:44,6/26/2019 9:10,256.36,1/8/1984 0:00,36.24,1,1,6,6,4,4,,,,,1,0,1,1,1,1,3,0,1,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,3,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
471620237,2036861070,3/31/2020 18:11,6/26/2019 10:42,279.31,2/10/1978 0:00,42.15,1,1,6,6,4,4,0,0,1,0,2,2,1,1,1,1,3,1,1,0,1,1,1,2,0,0,0,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,0,2,1,0,0,0,1,1,0,0,1,2,2,2,0,1,2,1,0,0,2,2,0,1,0,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,1,2,0,1,1,1,0,0,2,0,1,1,2,1,0,1,0,1,1,2,1,2,1,0,0,0,0,1,0,0,1,1,0,0,2,2,0,1,0,0,1,0,0,2,2,1,0,0,1,0,0,2,2,1
478562326,1538467163,3/3/2020 18:58,6/25/2019 22:54,251.84,12/18/1986 0:00,33.3,0,0,6,6,4,4,0,0,1,0,2,2,1,1,1,1,3,1,1,1,1,1,0,1,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,2,1,0,0,1,0,1,0,0,1,0,1,0,0,1
483634038,510088920,3/3/2020 12:59,6/26/2019 11:01,251.08,10/24/1979 0:00,40.45,0,0,6,6,4,4,0,1,0,0,0,0,1,1,1,1,3,1,0,0,1,1,0,2,0,0,1,1,2,2,0,1,1,0,0,1,2,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,2,0,0,0,1,1,1,2,1,2,0,0,1,1,3,0,3,3,0,0,1,2,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,2,0,0,0,1,2,1,1,0,1,1,0,1,2,3,1,2,0,0,0,2,2,1,1,2,1,1
500050085,779033749,3/4/2020 15:25,6/26/2019 8:57,252.27,12/28/1972 0:00,47.27,0,0,6,6,4,4,,,,,0,0,1,1,1,1,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
507136488,1247152423,3/6/2020 0:24,6/26/2019 22:31,253.08,2/19/1998 0:00,22.12,0,0,4,4,4,4,0,0,1,0,0,1,1,1,1,0,2,0,0,0,1,1,2,1,0,0,0,0,1,2,1,1,0,0,0,0,1,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,2,0,0,2,2,2,0,0,0,0,2,2,2,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,2,0,0,1,2,2,2,2,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,2,1,2,0,0,0,0,0,2,2,2,0,0,0,0,1,2,2,1,0,0,0,0,2,0,2,0,0,1
571722282,113473719,3/4/2020 10:31,6/26/2019 13:00,251.9,8/7/1998 0:00,21.66,0,0,4,4,2,1,0,0,1,0,1,1,1,1,1,0,2,1,1,3,3,3,2,3,0,0,1,3,3,3,2,1,0,0,0,2,3,3,1,2,0,0,0,2,3,3,3,2,0,1,1,2,3,2,1,1,0,1,1,3,2,3,1,1,0,1,0,3,3,3,1,0,0,1,3,3,3,2,2,1,1,0,2,0,3,2,1,2,1,3,3,3,2,3,0,1,1,3,3,3,3,1,0,2,0,2,3,3,2,3,0,1,0,3,3,3,3,3,0,1,3,3,3,3,3,2,0,3,1,3,3,3,1,0,0,1,2,3,3,3,2,1,0,1,3,3,2,2,3,0,0,1
584882144,93720099,3/4/2020 11:31,6/26/2019 8:27,252.13,6/24/1987 0:00,32.78,1,1,6,6,4,3,0,0,1,0,0,1,0,1,1,1,3,0,1,2,3,3,3,1,2,0,1,1,3,3,3,1,0,0,0,2,3,1,1,1,0,0,0,2,3,2,3,3,0,0,3,3,3,3,3,1,0,0,1,3,2,3,1,2,0,0,1,3,3,3,3,1,1,0,3,3,3,3,1,1,0,2,3,0,3,3,2,1,0,2,2,2,0,0,0,0,0,2,2,2,1,0,0,0,0,1,2,1,0,0,0,0,0,1,2,1,2,3,0,0,2,1,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,2,3,1,0,0,0,0,1,2,3,0,0,0,0,0
626082321,1395188491,3/5/2020 21:10,6/25/2019 23:12,253.92,7/23/1990 0:00,29.7,1,1,6,6,4,4,0,0,1,0,0,0,1,1,1,1,3,1,2,2,0,3,1,3,3,1,0,0,0,1,2,3,3,1,1,0,1,0,1,2,2,1,0,0,0,0,3,2,0,1,0,1,1,2,2,3,1,0,0,0,0,0,2,3,1,0,0,0,1,1,1,3,3,1,0,1,0,2,3,3,1,3,1,3,0,0,1,2,3,1,0,2,2,3,1,1,1,3,1,1,1,3,3,2,1,1,2,0,1,1,2,2,1,1,1,2,3,2,2,1,0,1,2,2,1,3,1,0,0,0,1,1,3,2,2,2,0,0,1,1,2,3,2,2,0,1,1,1,3,3,2,1
642440865,442072470,3/3/2020 16:46,6/26/2019 22:02,250.78,9/26/1990 0:00,29.52,0,0,6,6,2,2,,,,,0,2,1,1,1,0,2,2,2,3,0,2,1,1,1,1,0,0,0,2,1,0,3,1,0,2,2,3,1,1,3,2,0,0,0,2,1,3,2,1,1,3,1,3,1,3,3,1,0,0,2,1,1,0,1,1,1,0,3,0,1,1,1,1,0,3,1,1,2,0,2,1,1,2,1,2,0,1,1,1,1,0,1,3,2,1,1,0,2,2,1,2,1,1,3,0,1,3,0,0,2,1,0,1,0,2,0,0,0,0,0,2,1,2,0,0,2,1,0,0,1,2,0,0,1,1,0,0,3,0,1,0,1,1,0,0,0,1,1,0,0,1
688133406,2030764359,3/3/2020 22:13,6/26/2019 16:18,251.25,11/15/1959 0:00,60.39,0,0,6,6,4,4,,,,,0,0,1,1,1,1,3,2,0,1,0,0,0,3,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,3,2,0,0,0,0,2,2,0,2,1,0,0,0,1,2,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,2,0,0,1,3,0,0,0,0,0,0,0,3,3,1,0,0,1,0,0,1,3,2,0,2,0,0,2,2,0,2,1,1,1,0,2,2,0,1,0,1,0,1,3,3,1,0,0,0,0,0,1,3,3,1,0,0,0,0,3,3,1,1
735459087,809194852,3/3/2020 18:21,7/1/2019 18:30,245.99,2/19/1989 0:00,31.12,0,0,5,5,3,3,0,0,0,1,0,0,1,1,1,1,3,1,1,0,0,2,0,1,1,1,0,0,1,1,1,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
749793399,1196569173,3/3/2020 18:36,6/26/2019 18:14,251.02,1/17/1989 0:00,31.21,1,1,4,4,1,1,0,0,1,0,0,1,1,1,1,1,3,1,1,3,3,2,1,2,0,0,1,3,3,2,1,1,0,0,1,2,2,2,0,0,0,0,1,2,3,2,1,1,0,0,3,2,2,0,0,1,0,0,2,2,0,1,3,3,0,0,0,2,3,1,2,1,2,2,3,3,3,2,1,1,0,0,1,0,3,0,1,0,2,3,3,2,1,2,0,0,1,3,3,3,1,1,1,0,1,2,3,2,1,3,0,0,0,3,3,2,2,1,0,0,2,2,3,1,2,1,0,0,2,2,1,1,3,3,0,0,1,3,3,3,2,2,2,1,2,0,3,2,2,1,0,1
768874779,2062129514,3/26/2020 23:47,9/2/2019 10:45,206.54,10/3/1988 0:00,31.5,0,0,5,5,3,2,1,0,0,0,0,0,1,1,1,1,3,1,0,1,0,1,0,2,1,0,1,1,1,2,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,2,1,1,1,1,0,0,0,1,0,1,1,2,0,0,1,2,1,2,1,1,1,0,1,0,2,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,1,2,2,2,1,0,0,0,0,2,1,3,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,2,0,0,0,0,0,1,2,2,0,1,1,2,1,2,0,2,0,0,0,1,1,0,2,2,0,1
